id,日期,录播来源,录播片段编号,起始时间点,结束时间点,歌名,中文歌名,原曲艺术家,演唱者,演唱状态,语言,备注,参考路灯man,有没有音频,谁切的,有没有第二版本
U02459,2021-03-02,BV16A411K7BP,1,01:37:23.000,01:38:33.000,めざせポケモンマスター,,,咩栗,半首,日语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02460,2021-03-02,BV16A411K7BP,1,01:42:53.000,01:45:53.000,福寿草,,,咩栗,半首,日语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02461,2021-03-02,BV16A411K7BP,1,01:47:25.000,01:48:30.000,ピカチュウのうた,皮卡丘之歌,,咩栗,半首,日语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02462,2021-03-02,BV16A411K7BP,1,01:50:17.000,01:52:29.500,オレンジ,,seven oops,咩栗,半首,日语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02463,2021-03-02,BV16A411K7BP,1,01:53:34.000,01:54:53.000,我的悲伤是水做的,,,咩栗,半首,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02464,2021-03-02,BV16A411K7BP,1,01:58:55.000,02:02:02.000,AIAIAI,,,咩栗,几乎完整,日语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02465,2021-02-28,BV1Nh411Q7Nz,1,01:46:06.000,01:47:23.000,奇迹再现,,,呜米,半首,普通话,,无,TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02466,2021-02-17,BV1QK4y1Q7j3,1,01:44:18.000,01:45:26.300,Revenge,,,咩栗,几句,英语,DNA究极错乱现场,73先生(UID:19291133),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02467,2021-02-17,BV1QK4y1Q7j3,1,01:48:02.000,01:52:55.000,なきむし。,爱哭鬼。,,咩栗,完整,日语,,73先生(UID:19291133),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02468,2021-02-17,BV1QK4y1Q7j3,1,01:54:36.000,01:58:02.000,Love Fool,,,咩栗,完整,英语,,73先生(UID:19291133),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02469,2021-02-17,BV1QK4y1Q7j3,1,01:59:50.000,02:03:46.700,PONPONPON,,,咩栗,完整,日语,,73先生(UID:19291133),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02470,2021-02-12,BV1dN411R7fY,1,02:00:59.000,02:04:06.000,Goodbye My Almost Lover,,,咩栗,半首,英语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02471,2021-02-12,BV1dN411R7fY,1,02:04:41.000,02:08:33.000,ウラハラブ,,,咩栗,几乎完整,日语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02472,2021-02-10,BV18K4y1Q72V,1,00:44:38.000,00:48:48.400,好运来,,,咩栗,完整,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02473,2021-02-10,BV18K4y1Q72V,1,02:08:06.000,02:11:58.000,旅行的意义,,,咩栗,完整,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02474,2021-02-08,BV17o4y197rn,1,00:00:06.000,00:04:22.000,谓风,,,咩栗,完整,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02475,2021-02-08,BV17o4y197rn,1,02:04:04.000,02:08:22.000,ジョジョ~その血の運命~,,,咩栗,完整,日语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02476,2021-02-08,BV17o4y197rn,1,02:08:55.000,02:12:13.000,错位时空,,,咩栗,完整,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02477,2021-01-31,BV1UU4y1s7nk,1,00:35:22.000,00:38:33.000,桃花笑,,,咩栗,完整,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),TRUE
U02478,2021-01-31,BV1UU4y1s7nk,1,00:42:15.000,00:43:44.000,倾尽天下,,,咩栗,半首,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02479,2021-01-31,BV1UU4y1s7nk,1,00:45:10.000,00:48:11.000,勾指起誓,,,咩栗,完整,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02480,2021-01-31,BV1UU4y1s7nk,1,00:48:30.000,00:51:59.000,前前前世,,,咩栗,完整,日语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02481,2021-01-31,BV1UU4y1s7nk,1,00:52:35.000,00:56:45.000,夜に駆ける,向夜晚奔去,,咩栗,完整,日语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02482,2021-01-31,BV1UU4y1s7nk,1,00:56:59.000,00:58:02.000,たぶん,大概,,咩栗,半首,日语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02483,2021-01-31,BV1UU4y1s7nk,1,00:58:35.000,01:02:22.000,秘密ドールズ,,,咩栗,完整,日语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02484,2021-01-31,BV1UU4y1s7nk,1,01:05:06.000,01:07:22.000,It's Only The Fairy Tale,,,咩栗,完整,英语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02485,2021-01-31,BV1UU4y1s7nk,1,01:08:20.000,01:09:54.000,Sweet Romance,,,咩栗,半首,英语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02486,2021-01-31,BV1UU4y1s7nk,1,01:16:40.000,01:17:58.000,Kiss Me,,,咩栗,半首,英语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02487,2021-01-31,BV1UU4y1s7nk,1,01:18:13.000,01:21:16.000,The Lonliest Girl,,,咩栗,完整,英语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02488,2021-01-31,BV1UU4y1s7nk,1,01:22:57.000,01:27:26.000,年轮,,,咩栗,完整,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02489,2021-01-31,BV1UU4y1s7nk,1,01:30:15.000,01:33:49.000,红颜旧,,,"咩栗,咩爸",完整,普通话,咩爸合唱,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),TRUE
U02490,2021-01-27,BV1kV411q7iP,1,01:21:56.000,01:25:25.000,告白气球,,,咩栗,完整,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02491,2021-01-27,BV1kV411q7iP,1,01:27:35.000,01:31:35.000,残酷な天使のテーゼ,残酷天使的行动纲领,,咩栗,几乎完整,日语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02492,2021-01-27,BV1kV411q7iP,1,01:32:57.500,01:34:27.000,シュガーソングとビターステップ,,,咩栗,半首,日语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02493,2021-01-27,BV1kV411q7iP,1,01:34:39.000,01:38:31.000,Sugar Sone to Bitter Step,,,咩栗,几乎完整,英语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02494,2021-01-27,BV1kV411q7iP,1,01:39:52.000,01:41:02.500,めざせポケモンマスター,,,咩栗,半首,日语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02495,2021-01-27,BV1kV411q7iP,1,01:41:22.000,01:42:54.000,チカっとチカ千花っ❤,,,咩栗,半首,日语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02496,2021-01-27,BV1kV411q7iP,1,01:44:32.000,01:46:01.500,カワキヲアメク,,,咩栗,半首,日语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02497,2021-01-27,BV1kV411q7iP,1,01:47:09.000,01:49:26.000,阳光女孩 阳光男孩,,,咩栗,半首,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02498,2021-01-27,BV1kV411q7iP,1,01:51:42.000,01:53:00.500,抬头望望天,,,咩栗,完整,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02499,2021-01-27,BV1kV411q7iP,1,01:53:34.000,01:55:06.000,月亮船,,,咩栗,半首,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02500,2021-01-27,BV1kV411q7iP,1,01:55:12.000,01:56:01.500,小鲤鱼历险记,,,咩栗,半首,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02501,2021-01-27,BV1kV411q7iP,1,01:56:50.000,01:57:55.000,霞光,,,咩栗,半首,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02502,2021-01-27,BV1kV411q7iP,1,01:59:30.000,02:00:12.000,Come and Get Your Love,,,咩栗,几句,英语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02503,2021-01-27,BV1kV411q7iP,1,02:00:48.000,02:01:20.700,杀马特遇见洗剪吹,,,咩栗,几句,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02504,2021-01-27,BV1kV411q7iP,1,02:01:32.000,02:03:08.000,江南皮革厂,,,咩栗,完整,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02505,2021-01-27,BV1kV411q7iP,1,02:03:47.000,02:07:26.500,奇迹再现,,,咩栗,完整,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02506,2021-01-27,BV1kV411q7iP,1,02:08:35.000,02:09:38.000,百变奶精,,,咩栗,半首,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02507,2021-01-27,BV1kV411q7iP,1,02:11:18.000,02:13:09.000,迷迭香,,,咩栗,半首,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02508,2021-01-27,BV1kV411q7iP,1,02:14:25.000,02:18:39.000,喜欢你,,,咩栗,完整,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02509,2021-01-25,BV1jt4y167Xj,1,01:22:58.000,01:26:09.000,8月31日,,,咩栗,完整,日语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02510,2021-01-25,BV1jt4y167Xj,1,02:09:30.000,02:13:12.000,凉城,,,咩栗,完整,普通话,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02511,2021-01-15,BV11X4y1K7Sr,1,00:00:01.000,00:02:26.000,Let Me Down Slowly,,,咩栗,半首,英语,,呜米嗷嗷嗷(UID:85774607),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02512,2021-01-15,BV11X4y1K7Sr,1,00:24:50.000,00:27:19.000,捉泥鳅,,,咩栗,完整,普通话,捉 D D,呜米嗷嗷嗷(UID:85774607),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02513,2021-01-15,BV11X4y1K7Sr,1,00:34:42.000,00:37:07.000,ハンマーを電波ソングにしてみた,,,咩栗,完整,日语,,呜米嗷嗷嗷(UID:85774607),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02514,2021-01-15,BV11X4y1K7Sr,1,00:38:35.000,00:42:30.000,不可思議のカルテ,,,咩栗,完整,日语,,呜米嗷嗷嗷(UID:85774607),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02515,2021-01-15,BV11X4y1K7Sr,1,00:43:37.000,00:47:51.000,数珈百璃之歌,,,咩栗,完整,日语,安眠曲耶！,呜米嗷嗷嗷(UID:85774607),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02516,2021-01-15,BV11X4y1K7Sr,1,00:52:16.000,00:56:46.500,And I Am Home,,,咩栗,完整,日语,,呜米嗷嗷嗷(UID:85774607),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02517,2021-01-15,BV11X4y1K7Sr,1,01:05:05.500,01:08:08.500,夜蝶,,,"咩栗,呜米",半首,日语,,呜米嗷嗷嗷(UID:85774607),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02518,2021-01-15,BV11X4y1K7Sr,1,01:09:46.000,01:13:16.000,客官不可以,,,"咩栗,呜米",完整,普通话,,呜米嗷嗷嗷(UID:85774607),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02519,2021-01-15,BV11X4y1K7Sr,1,01:15:00.000,01:18:58.000,素颜,,,"咩栗,呜米",完整,普通话,,呜米嗷嗷嗷(UID:85774607),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02520,2021-01-15,BV11X4y1K7Sr,1,01:23:08.000,01:26:58.000,狐狸精,,,"咩栗,呜米",完整,普通话,,呜米嗷嗷嗷(UID:85774607),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02521,2021-01-15,BV11X4y1K7Sr,1,01:27:43.000,01:28:05.500,宝宝金水,,,"咩栗,呜米",几句,普通话,,呜米嗷嗷嗷(UID:85774607),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02522,2021-01-15,BV11X4y1K7Sr,1,01:29:07.000,01:32:17.500,青柠,,,"咩栗,呜米",完整,普通话,,呜米嗷嗷嗷(UID:85774607),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02523,2021-01-15,BV11X4y1K7Sr,1,01:34:02.000,01:37:31.000,Darling,,,"咩栗,呜米",完整,日语,,呜米嗷嗷嗷(UID:85774607),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02525,2021-01-15,BV11X4y1K7Sr,2,00:02:39.000,00:06:54.000,欲于辉夜之城起舞,,,咩栗,完整,日语,,呜米嗷嗷嗷(UID:85774607),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02526,2021-01-15,BV11X4y1K7Sr,2,00:09:00.000,00:13:22.000,好想爱这个世界啊,,,咩栗,完整,普通话,,呜米嗷嗷嗷(UID:85774607),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02527,2021-01-15,BV11X4y1K7Sr,2,00:16:30.500,00:20:22.000,祝你平安,,,咩栗,副歌,普通话,,呜米嗷嗷嗷(UID:85774607),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02528,2021-01-15,BV11X4y1K7Sr,2,00:24:34.000,00:28:21.000,红玫瑰,,,咩栗,完整,普通话,,呜米嗷嗷嗷(UID:85774607),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02529,2021-01-13,BV1K54y1s7EH,1,00:12:30.000,00:14:41.000,小司机,,,咩栗,完整,普通话,,鼠标Office(UID:13315327),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02531,2021-01-13,BV1K54y1s7EH,1,00:29:23.000,00:32:16.000,勾指起誓,,,咩栗,完整,普通话,,鼠标Office(UID:13315327),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02532,2021-01-13,BV1K54y1s7EH,1,00:41:21.000,00:43:19.000,好运来,,,咩栗,完整,普通话,,鼠标Office(UID:13315327),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02533,2021-01-13,BV1K54y1s7EH,1,00:56:46.000,01:00:26.000,夜蝶,,,咩栗,几乎完整,日语,哈哈哈哈这个咩被自己骚到了啊哈哈哈哈,鼠标Office(UID:13315327),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02535,2021-01-13,BV1K54y1s7EH,1,02:04:45.000,02:08:42.000,君の脈で踊りたかった,我想在你的脉搏中跳舞,,咩栗,完整,日语,,鼠标Office(UID:13315327),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02536,2021-01-11,BV1Xi4y1F7xT,1,01:29:50.000,01:33:21.000,金色野原,,,咩栗,完整,日语,,FFFantaaa(UID:38822510),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02537,2020-12-26,BV1zt4y1k79r,1,00:09:17.000,00:10:39.000,ムーンライト伝説,月光传说,,咩栗,半首,日语,,丿卡希洛尔ミ(UID:43887496),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02538,2020-12-26,BV1zt4y1k79r,1,00:13:47.000,00:16:51.000,黒猫とピアニストのタンゴ,黑猫与钢琴家的探戈,,咩栗,完整,日语,,丿卡希洛尔ミ(UID:43887496),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02539,2020-12-26,BV1zt4y1k79r,1,00:20:40.000,00:24:00.000,独りんぼエンヴィー,孑然妒火,,咩栗,完整,日语,,丿卡希洛尔ミ(UID:43887496),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02540,2020-12-26,BV1zt4y1k79r,1,00:25:29.000,00:31:06.000,僕が死のうと思ったのは,,,咩栗,几乎完整,日语,,丿卡希洛尔ミ(UID:43887496),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02541,2020-12-26,BV1zt4y1k79r,1,00:37:40.000,00:40:56.500,インドア系ならトラックメイカー,内向都是作曲家,,咩栗,完整,日语,,丿卡希洛尔ミ(UID:43887496),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02542,2020-12-26,BV1zt4y1k79r,1,00:42:08.000,00:45:46.000,借我,,,咩栗,完整,普通话,,丿卡希洛尔ミ(UID:43887496),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02543,2020-12-26,BV1zt4y1k79r,1,00:48:34.000,00:53:06.000,小さな手のひら,小小的手心,,咩栗,完整,日语,,丿卡希洛尔ミ(UID:43887496),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02544,2020-12-26,BV1zt4y1k79r,1,00:57:45.000,01:02:11.000,好きな人がいること,有喜欢的人,,咩栗,完整,日语,,丿卡希洛尔ミ(UID:43887496),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02545,2020-12-26,BV1zt4y1k79r,1,01:04:20.000,01:09:56.000,たばこ,烟草,,咩栗,完整,日语,,丿卡希洛尔ミ(UID:43887496),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02546,2020-12-26,BV1zt4y1k79r,1,01:12:31.000,01:17:47.000,想你的365天,,,咩栗,完整,普通话,,丿卡希洛尔ミ(UID:43887496),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02547,2020-12-26,BV1zt4y1k79r,1,01:35:15.000,01:39:13.000,雨の庭,,,咩栗,完整,日语,,丿卡希洛尔ミ(UID:43887496),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02548,2020-12-26,BV1zt4y1k79r,1,01:44:01.000,01:48:45.000,月光食堂,,,咩栗,完整,日语,,丿卡希洛尔ミ(UID:43887496),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02549,2020-12-26,BV1zt4y1k79r,1,01:51:28.000,01:55:40.000,白金disco,,,咩栗,完整,日语,,丿卡希洛尔ミ(UID:43887496),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02550,2020-12-26,BV1zt4y1k79r,1,01:57:58.000,02:01:58.500,またあした,明天再见,,咩栗,完整,日语,,丿卡希洛尔ミ(UID:43887496),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02551,2020-12-26,BV1zt4y1k79r,1,02:06:32.000,02:11:15.000,逆光,,,咩栗,半首,普通话,呜呜呜呜…咩咩不哭,丿卡希洛尔ミ(UID:43887496),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02552,2020-12-26,BV1zt4y1k79r,2,00:11:00.000,00:15:38.000,逆光,,,咩栗,完整,普通话,,丿卡希洛尔ミ(UID:43887496),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02553,2022-02-23,BV1WT4y1Q7jS,1,01:02:19.229,01:07:42.779,僕が死のうと思ったのは,曾经我也想过一了百了,,呜米,几乎完整,日语,歌词顺不对的呜米狼狼 回家了两天 感觉嗓子哑了,炎夏型亚泽(UID:438229859),TRUE,,FALSE
U02554,2022-02-23,BV1WT4y1Q7jS,1,01:25:25.714,01:30:46.228,南山南,,,呜米,完整,普通话,呜呜呜呜呜太温柔了…,炎夏型亚泽(UID:438229859),TRUE,,FALSE
U02555,2022-02-23,BV1WT4y1Q7jS,1,01:34:01.736,01:35:05.105,彩虹,,,呜米,几句,普通话,笑得绷不住了,炎夏型亚泽(UID:438229859),TRUE,,FALSE
U02556,2022-02-23,BV1WT4y1Q7jS,1,01:35:33.802,01:39:51.838,彩虹,,,呜米,完整,普通话,终于把彩虹唱完整的呜米喵？（结果二零中间捣乱！二零坏事做尽！,炎夏型亚泽(UID:438229859),TRUE,,FALSE
U02557,2022-02-23,BV1WT4y1Q7jS,1,01:43:58.096,01:46:11.478,裏表ラバーズ/裏表Lovers,里表情人,,呜米,半首,日语,二零坏事做尽！！！按了歌词！！本来呜米喵能完全拿捏的！,炎夏型亚泽(UID:438229859),TRUE,,FALSE
U02558,2022-02-23,BV1WT4y1Q7jS,1,01:47:28.952,01:51:39.014,送别,,,呜米,完整,普通话,前期有五光十色的key 后期有口哨,炎夏型亚泽(UID:438229859),TRUE,,FALSE
U02559,2022-02-23,BV1WT4y1Q7jS,1,01:55:03.190,01:58:47.894,往后余生,,,呜米,完整,普通话,呜呜呜呜呜呜呜呜呜呜呜你带我走吧,炎夏型亚泽(UID:438229859),TRUE,,FALSE
U02560,2022-02-23,BV1WT4y1Q7jS,1,01:59:22.310,01:59:51.166,青柠,,,呜米,几句,普通话,试图一人分饰两角但失败的呜米喵,炎夏型亚泽(UID:438229859),TRUE,,FALSE
U02561,2022-02-23,BV1WT4y1Q7jS,1,01:59:57.420,02:03:01.279,青柠,,,呜米,完整,普通话,咩咩part妹妹代唱 爷青回！！！！！有冰镇fork！！！！,炎夏型亚泽(UID:438229859),TRUE,,FALSE
U02562,2022-02-23,BV1WT4y1Q7jS,1,02:05:37.732,02:10:07.117,摩天动物园,,,呜米,完整,普通话,呜米喵经典歌曲 帅飞了,炎夏型亚泽(UID:438229859),TRUE,,FALSE
U02563,2022-02-22,BV1z34y1r7sM,1,00:49:00.945,00:53:55.701,逆光,,,咩栗,完整,普通话,谢谢咩咩 已经感受到了…这个版本的逆光太好听了！我直接进行一个单曲的循环！,咩咩的二遇(UID:1529955932),TRUE,,TRUE
U02564,2022-02-22,BV1z34y1r7sM,1,01:04:24.949,01:08:28.510,不完美女孩,,,咩栗,完整,普通话,咩咩 你就是完美女孩,咩咩的二遇(UID:1529955932),TRUE,,FALSE
U02565,2022-02-22,BV1z34y1r7sM,1,01:15:39.962,01:20:18.528,人间不值得,,,咩栗,完整,普通话,好听！！！！咩咩太甜了！！！太配国风咩咩了！！！,咩咩的二遇(UID:1529955932),TRUE,,FALSE
U02566,2022-02-22,BV1z34y1r7sM,1,01:47:58.571,01:49:23.802,流光记,,,咩栗,半首,普通话,手抖把歌词关了的可爱咩咩,咩咩的二遇(UID:1529955932),TRUE,,FALSE
U02567,2022-02-22,BV1z34y1r7sM,1,01:51:12.940,01:55:40.723,流光记,,,咩栗,完整,普通话,国风咩咩！！！,咩咩的二遇(UID:1529955932),TRUE,,FALSE
U02568,2022-02-22,BV1z34y1r7sM,1,02:33:13.847,02:38:17.444,过气偶像,,,咩栗,完整,普通话,一直想唱给大家听 也唱给未来某一天的自己 谢谢咩咩,咩咩的二遇(UID:1529955932),TRUE,,FALSE
U02569,2022-02-22,BV1z34y1r7sM,1,03:31:50.281,03:36:17.569,心拍数#0822,,,咩栗,完整,日语,是一首非常温柔的歌 歌词里有很多想跟大家讲的话,咩咩的二遇(UID:1529955932),TRUE,,FALSE
U02570,2022-02-25,BV1hr4y1r7B3,1,02:02:07.218,02:04:02.566,加油鸭,,,呜米,完整,普通话,人世那么多烦恼 加油鸭,无,TRUE,,FALSE
U02571,2021-12-31,BV1Mm4y1X7NC,2,00:24:11.000,00:28:58.000,蛍,萤,,咩栗,完整,日语,,咩咩的三叉戟(UID:320278333),TRUE,咩咩的三叉戟(UID:320278333),TRUE
U02572,2022-02-04,BV1JF411J7e5,1,00:28:57.000,00:33:14.000,小幸运,,,咩栗,完整,普通话,,胖子皮特凡(UID:8319978),TRUE,咩咩的三叉戟(UID:320278333),TRUE
U02573,2022-02-04,BV1JF411J7e5,1,01:58:06.000,02:01:50.000,云烟成雨,,,咩栗,完整,普通话,,胖子皮特凡(UID:8319978),TRUE,咩咩的三叉戟(UID:320278333),TRUE
U02574,2022-02-11,BV1UL4y1s7gf,1,01:55:20.000,01:59:05.000,九万字,,,咩栗,完整,普通话,,归翎白栎(UID:388441789),TRUE,咩咩的三叉戟(UID:320278333),TRUE
U02575,2022-02-11,BV1UL4y1s7gf,1,02:06:33.500,02:11:05.000,年轮,,,咩栗,完整,普通话,古风歌suki！,归翎白栎(UID:388441789),TRUE,咩咩的三叉戟(UID:320278333),TRUE
U02576,2022-02-23,BV1TL411T7MA,1,01:46:04.000,01:50:31.000,Almost Love,,,咩栗,几乎完整,英语,咩咩唱英文歌也很好听哇！,咩咩的三叉戟(UID:320278333),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02577,2022-02-23,BV1TL411T7MA,1,02:17:16.000,02:19:11.000,Scarborough Fair,斯卡布罗集市,,咩栗,半首,英语,suki~,咩咩的三叉戟(UID:320278333),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02578,2022-02-23,BV1TL411T7MA,1,01:18:33.000,01:22:51.700,またあした,明天再见,,咩栗,完整,日语,,咩咩的三叉戟(UID:320278333),TRUE,咩咩的三叉戟(UID:320278333),TRUE
U02579,2022-02-23,BV1TL411T7MA,1,01:07:37.500,01:10:48.000,ロミオとシンデレラ,罗密欧与灰姑娘,,咩栗,几乎完整,日语,,咩咩的三叉戟(UID:320278333),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02580,2022-02-23,BV1TL411T7MA,1,02:06:56.400,02:09:57.500,大喜,,,咩栗,几乎完整,普通话,,咩咩的三叉戟(UID:320278333),TRUE,咩咩的三叉戟(UID:320278333),TRUE
U02581,2022-02-23,BV1TL411T7MA,1,01:57:32.000,01:59:23.500,対象a,,,咩栗,半首,日语,,咩咩的三叉戟(UID:320278333),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02582,2022-02-23,BV1TL411T7MA,1,01:12:54.500,01:15:45.000,海产,,,咩栗,完整,普通话,不认真唱歌的小羊suki（,咩咩的三叉戟(UID:320278333),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02583,2022-02-23,BV1TL411T7MA,1,02:36:35.000,02:40:47.000,海底,,,咩栗,完整,普通话,第二段咩咩每次都会进早（,咩咩的三叉戟(UID:320278333),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U02584,2022-02-23,BV1TL411T7MA,1,01:29:16.300,01:33:33.000,好想爱这个世界啊,,,咩栗,完整,普通话,太好听了5555,咩咩的三叉戟(UID:320278333),TRUE,咩咩的三叉戟(UID:320278333),TRUE
U02585,2022-02-23,BV1TL411T7MA,1,02:53:44.000,02:55:23.000,黑夜问白天,,,咩栗,半首,日语,,咩咩的三叉戟(UID:320278333),TRUE,咩咩的三叉戟(UID:320278333),FALSE
